listener_pseudonym,listener_age,listener_gender,listener_language,sample_heard,speaker_ID,speaker_pseudonym,speaker_gender,speaker_age,speaker_dim1_SC,speaker_dim2_SC,speaker_dim3_SC,speaker_dim4_SC,speaker_dim5_SC,speaker_highlow_SC,klanglos,hoch,nicht_nasal,scharf,ungleichmaessig,mit_Akzent,hell,laut,nicht_knarrend,monoton,unangenehm,undeutlich,glatt,heiser,auffaellig,langsam,warm,natuerlich,zittrig,praezise,fest,melodisch,entspannt,gleitend,kurz,gepresst,kraftlos,stockend,hart,unprofessionell,unbetont,schrill,verbunden,behaucht
Rater137,30,m,Deutsch,m088_cayenne_stimulus.wav,088,cayenne,m,28,-3.2339035256007,-1.87157787825104,-1.24085902568907,1.10598349691886,-0.351959851453055,low,97,12,45,15,13,1,41,65,47,88,38,57,37,45,39,73,58,53,61,31,24,64,46,40,55,69,100,67,10,64,78,10,27,31
Rater137,30,m,Deutsch,w008_dakar_stimulus.wav,008,dakar,w,28,5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,high,5,78,79,94,76,3,100,70,86,30,35,23,84,16,64,36,64,33,43,37,42,42,33,42,42,40,40,39,25,54,44,78,50,6
Rater137,30,m,Deutsch,w287_dzaoudzi_stimulus.wav,287,dzaoudzi,w,22,-2.68907105149288,-1.42637902157948,-1.08315259783686,0.1187021574416,0.257022941440731,low,68,36,37,18,19,2,61,61,43,70,63,32,31,47,29,50,29,46,50,47,41,43,46,43,32,44,73,20,37,50,46,54,30,5
Rater137,30,m,Deutsch,w094_hakupu_stimulus.wav,094,hakupu,w,27,-2.69221002147058,-2.79068729987086,0.0138654101954491,0.142371612230957,0.237044930389054,low,25,47,85,16,31,9,14,56,49,64,69,70,38,53,33,60,47,60,55,44,46,46,56,45,53,40,72,46,47,45,44,82,44,9
Rater137,30,m,Deutsch,w125_hamhung_stimulus.wav,125,hamhung,w,29,3.73690533934481,2.32549363943227,0.589834108758021,0.04346056519104,-0.738376612561583,high,18,76,85,86,67,3,84,77,74,22,43,40,56,56,62,30,54,54,50,44,46,43,44,42,36,38,35,41,42,38,42,39,42,43
Rater137,30,m,Deutsch,m096_helsinki_stimulus.wav,096,helsinki,m,21,-4.02355475254166,-2.3501511893108,-0.140080814505691,-0.839351906225029,-0.604428747117281,low,64,68,90,9,50,1,58,66,54,42,69,65,34,66,46,55,50,48,64,48,47,32,56,44,44,74,85,64,0,74,26,48,34,3
Rater137,30,m,Deutsch,w262_huambo_stimulus.wav,262,huambo,w,23,-4.2421896463035,-1.45485926377052,-1.1493270357938,0.328524893190515,1.08372333716967,low,56,53,79,29,52,2,28,66,48,70,47,36,70,38,27,58,54,39,38,60,53,53,47,48,48,47,72,44,48,48,47,49,47,6
Rater137,30,m,Deutsch,m071_jamestown_stimulus.wav,071,jamestown,m,30,3.33869937329579,2.03374365196457,0.0948396203210375,-0.0111195595356234,-0.0165373827410111,high,26,50,93,81,56,1,66,67,83,24,23,23,58,45,36,30,66,67,61,82,44,44,36,30,50,13,34,59,47,34,28,67,87,5
Rater137,30,m,Deutsch,w257_nasinu_stimulus.wav,257,nasinu,w,25,3.76805239265524,2.16101869399381,-0.165814742942124,0.606435574990668,0.698991824868082,high,23,57,46,87,46,4,85,68,72,18,7,7,86,34,73,40,68,63,30,50,50,66,46,68,48,26,9,24,17,16,29,33,63,7
Rater137,30,m,Deutsch,w168_philipsburg_stimulus.wav,168,philipsburg,w,33,-2.50813933916135,-1.84484690550718,1.314132757073,-1.18220310255083,0.505491306268622,low,82,31,45,8,10,2,23,55,73,78,57,18,35,47,32,78,46,58,18,78,70,38,46,33,50,46,58,52,33,44,62,32,63,2
Rater137,30,m,Deutsch,m271_portmoresby_stimulus.wav,271,portmoresby,m,27,4.11577136188854,1.53862092818262,-0.738158535457431,0.620822474138685,-0.434037769789476,high,35,71,71,58,51,3,66,68,95,19,40,33,77,31,65,32,51,64,62,85,57,53,34,16,44,24,61,55,23,61,49,47,48,4
Rater137,30,m,Deutsch,w174_reykjavik_stimulus.wav,174,reykjavik,w,25,-4.74594762012869,-2.86630351246831,-0.198634589558281,-0.42269087666458,2.27948887352677,low,89,22,66,18,18,2,12,63,51,85,63,38,48,62,32,64,50,60,56,51,50,21,42,48,44,44,40,41,39,47,44,42,42,4
Rater137,30,m,Deutsch,m280_skopje_stimulus.wav,280,skopje,m,33,-3.20580094914272,-1.86884720114391,-0.263006410154193,-0.0241860336244749,0.706163187799401,low,67,2,87,24,11,16,3,50,38,68,57,52,42,66,40,50,47,50,32,71,43,57,61,58,56,28,32,42,45,46,44,5,45,2
Rater138,18,m,Deutsch,m061_alrayyan_stimulus.wav,061,alrayyan,m,30,3.30993599437689,3.12925746728089,1.15714350982204,0.083813831252448,0.865770773873618,high,32,36,36,50,31,14,43,32,38,22,32,24,31,19,87,37,68,84,18,68,39,60,44,27,50,33,44,26,43,51,31,46,62,53
Rater138,18,m,Deutsch,m263_andorralavella_stimulus.wav,263,andorralavella,m,26,-4.86118596358641,-1.68349991911547,0.13424320175634,-1.04523923922318,-0.502940750627259,low,54,26,47,29,46,29,54,36,65,75,60,35,69,69,50,42,34,48,39,57,45,59,50,39,57,60,60,43,53,56,71,46,54,34
Rater138,18,m,Deutsch,m171_barentsburg_stimulus.wav,171,barentsburg,m,34,-5.17597912751978,-2.54600791976611,-0.031072840709078,-0.0548962036007055,2.55167482752809,low,90,22,80,12,2,26,26,33,33,90,71,48,47,58,28,69,33,54,25,75,69,13,80,78,21,27,83,30,40,72,86,20,43,43
Rater138,18,m,Deutsch,m097_basseterre_stimulus.wav,097,basseterre,m,26,3.32596862707304,2.39731522893122,1.05451378492742,0.353837896092204,1.08525587950142,high,21,32,64,54,34,8,50,55,58,36,30,16,33,20,39,34,35,60,26,82,73,67,65,79,36,50,24,20,31,20,21,18,74,41
Rater138,18,m,Deutsch,w040_birmingham_stimulus.wav,040,birmingham,w,29,2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,high,27,66,67,70,72,12,78,54,80,25,66,28,50,24,62,53,69,79,25,80,87,84,70,78,57,27,22,21,38,27,26,36,66,57
Rater138,18,m,Deutsch,m041_bucharest_stimulus.wav,041,bucharest,m,24,3.29284875976714,2.62051489758557,1.27680865178257,0.203365411523213,-0.195756739639662,high,39,54,31,59,34,27,39,50,37,51,19,20,50,12,54,40,69,84,6,85,71,39,74,67,56,24,24,19,17,42,46,38,72,45
Rater138,18,m,Deutsch,w240_casablanca_stimulus.wav,240,casablanca,w,23,3.21165706806201,1.48603941087551,-0.0234111476928667,0.717674566166692,-0.786731963358147,high,33,78,76,77,57,10,82,68,87,36,34,31,60,30,69,29,66,76,37,53,64,71,56,50,46,30,41,43,24,59,23,87,72,49
Rater138,18,m,Deutsch,m088_cayenne_stimulus.wav,088,cayenne,m,28,-3.2339035256007,-1.87157787825104,-1.24085902568907,1.10598349691886,-0.351959851453055,low,86,23,31,30,29,74,26,46,26,84,68,63,30,71,38,68,26,54,36,64,59,29,74,68,30,27,59,32,50,63,60,30,60,60
Rater138,18,m,Deutsch,w008_dakar_stimulus.wav,008,dakar,w,28,5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,high,0,80,28,73,78,17,82,70,80,3,44,24,89,27,95,36,62,68,17,73,36,95,40,94,35,43,4,30,33,24,45,18,45,38
Rater138,18,m,Deutsch,w287_dzaoudzi_stimulus.wav,287,dzaoudzi,w,22,-2.68907105149288,-1.42637902157948,-1.08315259783686,0.1187021574416,0.257022941440731,low,42,50,31,50,56,53,50,34,53,60,44,38,46,33,62,31,59,69,58,58,54,61,54,59,39,36,44,38,31,35,50,25,64,44
Rater138,18,m,Deutsch,w094_hakupu_stimulus.wav,094,hakupu,w,27,-2.69221002147058,-2.79068729987086,0.0138654101954491,0.142371612230957,0.237044930389054,low,68,36,65,20,31,23,69,54,67,80,62,55,68,46,65,59,38,50,66,51,57,26,71,33,66,28,58,44,57,72,68,60,44,50
Rater138,18,m,Deutsch,w125_hamhung_stimulus.wav,125,hamhung,w,29,3.73690533934481,2.32549363943227,0.589834108758021,0.04346056519104,-0.738376612561583,high,28,74,84,67,73,45,71,67,71,36,39,24,64,35,73,34,60,63,40,56,73,70,59,58,43,44,33,26,30,39,55,25,50,42
Rater138,18,m,Deutsch,m096_helsinki_stimulus.wav,096,helsinki,m,21,-4.02355475254166,-2.3501511893108,-0.140080814505691,-0.839351906225029,-0.604428747117281,low,70,34,44,32,30,26,50,58,37,64,68,44,55,40,30,42,33,54,59,56,36,30,63,36,39,44,44,31,69,58,71,37,45,54
Rater138,18,m,Deutsch,w262_huambo_stimulus.wav,262,huambo,w,23,-4.2421896463035,-1.45485926377052,-1.1493270357938,0.328524893190515,1.08372333716967,low,35,60,58,44,41,53,60,66,49,44,54,35,47,54,32,54,48,55,19,74,48,47,36,50,68,64,34,39,53,34,44,31,58,70
Rater138,18,m,Deutsch,m071_jamestown_stimulus.wav,071,jamestown,m,30,3.33869937329579,2.03374365196457,0.0948396203210375,-0.0111195595356234,-0.0165373827410111,high,2,56,50,66,75,8,65,68,67,4,30,9,87,7,88,39,68,81,13,66,66,96,60,78,45,26,21,19,22,45,11,38,59,50
Rater138,18,m,Deutsch,w257_nasinu_stimulus.wav,257,nasinu,w,25,3.76805239265524,2.16101869399381,-0.165814742942124,0.606435574990668,0.698991824868082,high,26,49,52,68,65,13,60,67,60,16,25,15,83,19,76,26,75,88,12,78,82,88,76,74,86,25,22,8,28,30,18,45,41,39
Rater138,18,m,Deutsch,w168_philipsburg_stimulus.wav,168,philipsburg,w,33,-2.50813933916135,-1.84484690550718,1.314132757073,-1.18220310255083,0.505491306268622,low,70,25,56,14,24,27,29,33,39,74,57,38,32,29,56,64,56,60,53,38,46,50,45,50,50,36,43,36,44,67,41,23,46,38
Rater138,18,m,Deutsch,m271_portmoresby_stimulus.wav,271,portmoresby,m,27,4.11577136188854,1.53862092818262,-0.738158535457431,0.620822474138685,-0.434037769789476,high,4,66,60,69,81,14,81,76,90,11,35,8,84,2,88,10,80,96,6,83,86,81,72,70,76,3,18,25,18,45,8,78,68,44
Rater138,18,m,Deutsch,w174_reykjavik_stimulus.wav,174,reykjavik,w,25,-4.74594762012869,-2.86630351246831,-0.198634589558281,-0.42269087666458,2.27948887352677,low,48,56,42,30,13,32,44,50,36,86,66,46,46,58,65,43,48,65,53,37,46,20,41,60,32,44,63,59,45,71,44,32,46,35
Rater138,18,m,Deutsch,m280_skopje_stimulus.wav,280,skopje,m,33,-3.20580094914272,-1.86884720114391,-0.263006410154193,-0.0241860336244749,0.706163187799401,low,44,36,27,45,59,31,28,56,75,36,44,17,26,36,36,38,53,78,8,86,81,64,92,92,66,4,54,14,46,61,36,33,63,64
Rater139,20,m,Deutsch,m061_alrayyan_stimulus.wav,061,alrayyan,m,30,3.30993599437689,3.12925746728089,1.15714350982204,0.083813831252448,0.865770773873618,high,55,54,35,82,26,13,51,80,75,40,28,18,84,25,30,53,31,54,18,50,56,68,66,59,60,59,24,25,72,31,42,48,34,29
Rater139,20,m,Deutsch,m263_andorralavella_stimulus.wav,263,andorralavella,m,26,-4.86118596358641,-1.68349991911547,0.13424320175634,-1.04523923922318,-0.502940750627259,low,73,29,72,23,20,6,44,27,79,77,59,15,93,20,22,73,15,52,50,49,44,14,37,61,88,38,81,42,42,76,66,20,66,18
Rater139,20,m,Deutsch,m171_barentsburg_stimulus.wav,171,barentsburg,m,34,-5.17597912751978,-2.54600791976611,-0.031072840709078,-0.0548962036007055,2.55167482752809,low,41,24,58,20,16,68,29,71,25,61,28,31,57,33,37,76,73,40,43,44,65,58,66,58,44,15,66,46,43,49,44,46,42,40
Rater139,20,m,Deutsch,m097_basseterre_stimulus.wav,097,basseterre,m,26,3.32596862707304,2.39731522893122,1.05451378492742,0.353837896092204,1.08525587950142,high,50,67,68,44,24,19,61,50,78,25,19,14,74,18,57,78,65,69,34,78,75,66,59,60,33,34,29,36,53,53,42,30,75,58
Rater139,20,m,Deutsch,w040_birmingham_stimulus.wav,040,birmingham,w,29,2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,high,32,70,77,72,16,8,77,64,87,23,8,14,76,8,44,44,82,74,12,86,54,84,76,77,56,6,25,30,26,14,25,19,83,66
Rater139,20,m,Deutsch,m041_bucharest_stimulus.wav,041,bucharest,m,24,3.29284875976714,2.62051489758557,1.27680865178257,0.203365411523213,-0.195756739639662,high,60,41,73,35,32,8,48,61,68,44,16,30,72,14,28,56,62,69,22,66,65,63,61,61,50,19,33,36,42,42,36,37,55,56
Rater139,20,m,Deutsch,w240_casablanca_stimulus.wav,240,casablanca,w,23,3.21165706806201,1.48603941087551,-0.0234111476928667,0.717674566166692,-0.786731963358147,high,28,86,56,72,22,12,91,84,28,35,56,14,88,20,82,35,47,50,48,69,71,30,71,66,61,34,41,42,21,40,37,86,76,47
Rater139,20,m,Deutsch,m088_cayenne_stimulus.wav,088,cayenne,m,28,-3.2339035256007,-1.87157787825104,-1.24085902568907,1.10598349691886,-0.351959851453055,low,26,46,36,24,51,26,44,30,70,64,32,68,64,50,20,67,61,50,81,32,9,10,83,50,50,21,77,50,23,76,78,21,47,37
Rater139,20,m,Deutsch,w008_dakar_stimulus.wav,008,dakar,w,28,5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,high,22,76,17,80,25,14,90,71,80,23,47,17,82,15,65,21,68,72,36,54,59,67,62,73,62,38,25,29,22,22,22,20,77,57
Rater139,20,m,Deutsch,w287_dzaoudzi_stimulus.wav,287,dzaoudzi,w,22,-2.68907105149288,-1.42637902157948,-1.08315259783686,0.1187021574416,0.257022941440731,low,62,62,29,42,50,20,34,57,66,35,30,17,72,73,46,30,18,56,26,73,78,78,75,72,50,50,48,46,47,50,48,28,63,81
Rater139,20,m,Deutsch,w094_hakupu_stimulus.wav,094,hakupu,w,27,-2.69221002147058,-2.79068729987086,0.0138654101954491,0.142371612230957,0.237044930389054,low,17,75,35,16,39,18,63,54,30,28,94,76,73,54,80,24,38,19,31,30,29,39,34,39,40,43,72,66,26,92,32,30,63,81
Rater139,20,m,Deutsch,w125_hamhung_stimulus.wav,125,hamhung,w,29,3.73690533934481,2.32549363943227,0.589834108758021,0.04346056519104,-0.738376612561583,high,34,78,80,84,28,24,86,72,82,69,73,11,77,10,52,15,53,39,20,74,67,48,71,71,60,57,68,50,12,34,23,27,27,36
Rater139,20,m,Deutsch,m096_helsinki_stimulus.wav,096,helsinki,m,21,-4.02355475254166,-2.3501511893108,-0.140080814505691,-0.839351906225029,-0.604428747117281,low,81,24,30,31,30,16,38,46,16,58,74,73,58,62,11,68,44,17,20,22,28,39,36,36,40,78,71,76,22,79,66,23,50,76
Rater139,20,m,Deutsch,w262_huambo_stimulus.wav,262,huambo,w,23,-4.2421896463035,-1.45485926377052,-1.1493270357938,0.328524893190515,1.08372333716967,low,46,69,22,19,42,16,24,26,28,72,76,24,50,53,22,70,11,65,18,65,30,28,28,70,34,62,58,65,35,72,68,36,60,54
Rater139,20,m,Deutsch,m071_jamestown_stimulus.wav,071,jamestown,m,30,3.33869937329579,2.03374365196457,0.0948396203210375,-0.0111195595356234,-0.0165373827410111,high,26,65,82,77,58,1,83,73,85,21,71,24,78,8,42,22,30,72,19,53,65,70,77,83,29,31,15,39,68,20,29,21,44,30
Rater139,20,m,Deutsch,w257_nasinu_stimulus.wav,257,nasinu,w,25,3.76805239265524,2.16101869399381,-0.165814742942124,0.606435574990668,0.698991824868082,high,50,43,69,43,44,21,28,50,72,32,23,25,74,22,43,56,37,50,18,26,62,61,63,71,66,61,24,34,63,64,58,62,50,50
Rater139,20,m,Deutsch,w168_philipsburg_stimulus.wav,168,philipsburg,w,33,-2.50813933916135,-1.84484690550718,1.314132757073,-1.18220310255083,0.505491306268622,low,68,24,78,24,24,19,25,48,86,12,16,14,47,72,20,76,53,21,27,67,78,44,78,72,38,22,33,37,15,30,72,23,59,54
Rater139,20,m,Deutsch,m271_portmoresby_stimulus.wav,271,portmoresby,m,27,4.11577136188854,1.53862092818262,-0.738158535457431,0.620822474138685,-0.434037769789476,high,19,75,50,84,68,7,93,66,90,26,86,6,85,6,10,26,40,24,58,84,56,50,73,74,65,28,45,42,42,64,42,66,62,16
Rater139,20,m,Deutsch,w174_reykjavik_stimulus.wav,174,reykjavik,w,25,-4.74594762012869,-2.86630351246831,-0.198634589558281,-0.42269087666458,2.27948887352677,low,58,44,55,30,35,30,28,42,24,66,58,27,36,37,32,66,37,41,36,59,41,58,50,50,45,41,84,53,42,45,62,34,50,72
Rater139,20,m,Deutsch,m280_skopje_stimulus.wav,280,skopje,m,33,-3.20580094914272,-1.86884720114391,-0.263006410154193,-0.0241860336244749,0.706163187799401,low,73,28,45,26,44,30,44,50,41,68,24,65,51,38,33,66,73,56,39,53,39,59,76,50,40,35,68,56,29,65,56,26,56,85
Rater140,23,m,Deutsch,m061_alrayyan_stimulus.wav,061,alrayyan,m,30,3.30993599437689,3.12925746728089,1.15714350982204,0.083813831252448,0.865770773873618,high,1,41,97,77,9,4,37,97,27,66,20,6,72,6,8,2,80,92,22,68,26,63,90,91,1,3,10,5,65,59,7,16,17,18
Rater140,23,m,Deutsch,m263_andorralavella_stimulus.wav,263,andorralavella,m,26,-4.86118596358641,-1.68349991911547,0.13424320175634,-1.04523923922318,-0.502940750627259,low,85,35,24,36,65,65,57,38,24,84,56,56,46,65,66,28,29,35,65,33,66,58,45,21,61,64,46,76,24,65,76,18,71,26
Rater140,23,m,Deutsch,m171_barentsburg_stimulus.wav,171,barentsburg,m,34,-5.17597912751978,-2.54600791976611,-0.031072840709078,-0.0548962036007055,2.55167482752809,low,80,13,24,22,27,22,27,70,39,89,58,31,35,44,35,57,77,74,74,56,62,56,60,65,29,73,61,40,41,60,62,28,66,29
Rater140,23,m,Deutsch,m097_basseterre_stimulus.wav,097,basseterre,m,26,3.32596862707304,2.39731522893122,1.05451378492742,0.353837896092204,1.08525587950142,high,58,64,88,63,22,15,63,72,68,72,26,25,31,36,28,72,48,40,50,24,82,31,35,32,76,89,21,65,22,90,37,33,28,38
Rater140,23,m,Deutsch,w040_birmingham_stimulus.wav,040,birmingham,w,29,2.80689932575019,1.6389033597806,0.611937172865551,1.09080940993386,0.190048139901153,high,38,46,76,40,66,14,74,71,43,19,24,15,17,14,70,54,74,74,14,61,74,80,67,58,25,4,4,18,74,30,18,38,84,23
Rater140,23,m,Deutsch,m041_bucharest_stimulus.wav,041,bucharest,m,24,3.29284875976714,2.62051489758557,1.27680865178257,0.203365411523213,-0.195756739639662,high,38,43,40,36,66,15,42,72,70,31,35,15,31,31,24,46,60,70,31,73,72,70,59,31,36,47,52,60,34,50,62,32,43,31
Rater140,23,m,Deutsch,w240_casablanca_stimulus.wav,240,casablanca,w,23,3.21165706806201,1.48603941087551,-0.0234111476928667,0.717674566166692,-0.786731963358147,high,78,82,82,80,16,12,92,89,36,53,81,13,72,18,71,10,30,27,16,72,26,29,86,71,79,22,28,10,13,65,40,92,69,32
Rater140,23,m,Deutsch,m088_cayenne_stimulus.wav,088,cayenne,m,28,-3.2339035256007,-1.87157787825104,-1.24085902568907,1.10598349691886,-0.351959851453055,low,18,7,33,34,73,12,8,66,72,22,35,72,27,35,74,70,72,75,20,74,70,70,71,77,21,41,66,56,76,31,28,18,76,30
Rater140,23,m,Deutsch,w008_dakar_stimulus.wav,008,dakar,w,28,5.34742276303931,2.64608611408047,0.258587546163623,0.940732533964769,-0.230511815550934,high,71,72,38,72,82,7,88,86,22,73,76,45,71,5,22,32,48,62,62,38,28,42,47,67,79,23,66,24,33,66,30,66,38,15
Rater140,23,m,Deutsch,w287_dzaoudzi_stimulus.wav,287,dzaoudzi,w,22,-2.68907105149288,-1.42637902157948,-1.08315259783686,0.1187021574416,0.257022941440731,low,22,53,38,69,80,89,59,57,71,71,53,58,29,30,58,37,20,42,68,20,35,38,37,30,65,42,57,55,26,100,78,80,35,46
Rater140,23,m,Deutsch,w094_hakupu_stimulus.wav,094,hakupu,w,27,-2.69221002147058,-2.79068729987086,0.0138654101954491,0.142371612230957,0.237044930389054,low,99,39,1,4,18,6,39,86,79,90,97,98,72,37,99,91,75,22,95,72,76,21,87,13,58,13,73,93,44,74,16,14,84,9
Rater140,23,m,Deutsch,w125_hamhung_stimulus.wav,125,hamhung,w,29,3.73690533934481,2.32549363943227,0.589834108758021,0.04346056519104,-0.738376612561583,high,70,68,48,37,74,36,62,78,30,80,69,66,71,14,10,73,38,75,64,56,27,22,28,20,66,65,31,70,27,50,30,14,65,9
Rater140,23,m,Deutsch,m096_helsinki_stimulus.wav,096,helsinki,m,21,-4.02355475254166,-2.3501511893108,-0.140080814505691,-0.839351906225029,-0.604428747117281,low,29,37,36,38,39,16,21,76,36,72,22,26,31,31,39,31,46,64,38,53,60,55,64,34,32,30,33,30,33,32,32,38,66,38
Rater140,23,m,Deutsch,w262_huambo_stimulus.wav,262,huambo,w,23,-4.2421896463035,-1.45485926377052,-1.1493270357938,0.328524893190515,1.08372333716967,low,44,27,43,10,79,19,19,63,100,81,49,48,46,64,39,55,50,54,55,60,54,58,48,44,56,2,72,67,69,66,83,11,68,8
Rater140,23,m,Deutsch,m071_jamestown_stimulus.wav,071,jamestown,m,30,3.33869937329579,2.03374365196457,0.0948396203210375,-0.0111195595356234,-0.0165373827410111,high,12,47,80,70,40,20,56,72,67,71,5,13,38,20,75,23,65,78,30,65,39,75,72,68,17,3,3,3,73,26,32,26,73,27
Rater140,23,m,Deutsch,w257_nasinu_stimulus.wav,257,nasinu,w,25,3.76805239265524,2.16101869399381,-0.165814742942124,0.606435574990668,0.698991824868082,high,41,77,14,63,74,18,70,67,76,23,40,60,64,72,36,50,61,70,58,57,58,82,26,32,72,64,35,59,28,75,31,12,36,32
Rater140,23,m,Deutsch,w168_philipsburg_stimulus.wav,168,philipsburg,w,33,-2.50813933916135,-1.84484690550718,1.314132757073,-1.18220310255083,0.505491306268622,low,65,44,53,50,17,8,44,71,47,71,21,30,49,14,61,57,74,78,24,76,75,50,77,69,20,3,13,16,84,20,28,34,82,12
Rater140,23,m,Deutsch,m271_portmoresby_stimulus.wav,271,portmoresby,m,27,4.11577136188854,1.53862092818262,-0.738158535457431,0.620822474138685,-0.434037769789476,high,76,70,79,79,81,22,85,90,79,72,80,19,66,24,70,13,23,28,77,37,33,32,35,36,40,83,12,72,82,76,57,94,36,25
Rater140,23,m,Deutsch,w174_reykjavik_stimulus.wav,174,reykjavik,w,25,-4.74594762012869,-2.86630351246831,-0.198634589558281,-0.42269087666458,2.27948887352677,low,82,73,12,20,21,19,72,77,75,73,76,80,90,86,6,77,11,32,73,26,30,7,87,23,17,57,24,81,24,90,86,10,61,13
Rater140,23,m,Deutsch,m280_skopje_stimulus.wav,280,skopje,m,33,-3.20580094914272,-1.86884720114391,-0.263006410154193,-0.0241860336244749,0.706163187799401,low,77,15,12,6,80,87,18,61,28,68,39,46,33,36,30,80,81,63,67,29,20,62,36,63,33,57,68,28,68,28,37,70,46,81
