listener_pseudonym,listener_age,listener_gender,listener_language,sample_heard,speaker_ID,speaker_pseudonym,speaker_gender,speaker_age,unsympathisch,sicher,attraktiv,verstaendnislos,unentschieden,unaufdringlich,distanziert,gelangweilt,emotional,nicht_genervt,aktiv,angenehm,charakterlos,gesellig,entspannt,mitfuehlend,dominant,unaffektiert,herzlich,alt,unsachlich,ruhig,inkompetent,haesslich,freundlich,maennlich,gehorsam,gleichgueltig,interessant,zynisch,aufgesetzt,intelligent,kindlich,bescheiden
Rater099,24,female,Deutsch,m164_canberra_stimulus.wav,164,canberra,male,22,17,73,85,30,20,86,12,21,67,75,72,88,15,87,90,85,62,96,88,12,68,87,27,10,88,100,23,22,87,59,7,82,70,25
Rater099,24,female,Deutsch,m166_hanoi_stimulus.wav,166,hanoi,male,20,24,80,43,39,25,85,81,71,27,71,61,82,61,17,85,25,69,83,31,70,0,88,26,48,86,100,89,73,27,38,22,84,15,60
Rater099,24,female,Deutsch,m176_nouadhibou_stimulus.wav,176,nouadhibou,male,25,13,81,81,20,23,27,7,23,84,92,86,82,20,90,79,94,64,89,96,18,90,88,76,13,93,100,19,77,86,38,9,23,17,13
Rater099,24,female,Deutsch,m243_saotome_stimulus.wav,243,saotome,male,29,87,71,25,76,26,34,86,67,59,16,31,31,77,36,29,16,64,30,25,62,41,31,30,73,21,100,37,26,31,75,85,19,29,27
Rater099,24,female,Deutsch,m249_bitola_stimulus.wav,249,bitola,male,25,82,69,16,73,25,91,81,74,22,7,22,27,71,29,25,21,35,24,21,61,38,78,79,67,26,100,40,72,16,24,10,68,19,39
Rater099,24,female,Deutsch,m256_espoo_stimulus.wav,256,espoo,male,26,28,74,25,29,14,90,77,75,19,72,25,71,62,23,32,24,40,80,59,97,14,85,31,67,36,99,27,73,15,58,23,70,0,41
Rater099,24,female,Deutsch,m273_sukhumi_stimulus.wav,273,sukhumi,male,26,86,61,28,64,68,85,83,78,14,36,28,33,60,23,75,18,65,32,33,77,11,82,74,69,87,100,69,69,18,32,17,57,9,68
Rater099,24,female,Deutsch,m297_vaduz_stimulus.wav,297,vaduz,male,22,22,80,88,34,75,88,18,69,71,71,62,85,40,79,89,82,60,92,76,14,93,90,70,15,78,100,30,78,72,69,8,41,67,27
Rater099,24,female,Deutsch,w011_jerusalem_stimulus.wav,011,jerusalem,female,21,19,31,60,29,66,74,41,33,61,72,42,64,58,64,30,68,31,67,59,19,73,33,67,37,64,0,62,36,35,39,64,41,76,36
Rater099,24,female,Deutsch,w015_francistown_stimulus.wav,015,francistown,female,22,67,71,28,65,25,73,76,40,29,31,34,55,76,17,32,23,64,74,41,63,19,75,80,58,72,0,76,61,26,38,32,34,29,34
Rater099,24,female,Deutsch,w026_charlestown_stimulus.wav,026,charlestown,female,20,16,32,65,24,19,30,16,28,75,74,68,71,30,84,68,77,75,91,80,19,96,69,60,30,76,0,28,34,80,71,12,42,64,21
Rater099,24,female,Deutsch,w045_sthelier_stimulus.wav,045,sthelier,female,35,85,62,24,39,33,66,81,66,29,58,29,38,65,35,33,26,38,31,30,68,25,67,60,72,36,0,38,70,30,61,39,40,11,45
Rater099,24,female,Deutsch,w055_grozny_stimulus.wav,055,grozny,female,30,28,55,68,12,23,52,20,18,73,100,87,68,20,73,67,84,52,88,93,22,32,93,25,42,88,0,53,8,75,49,5,58,62,44
Rater099,24,female,Deutsch,w063_sanjuan_stimulus.wav,063,sanjuan,female,28,85,84,65,73,10,25,82,22,76,38,84,69,26,70,76,27,68,81,27,70,4,36,18,28,32,0,21,19,66,67,23,75,5,34
Rater099,24,female,Deutsch,w066_saintlaurentdumaroni_stimulus.wav,066,saintlaurentdumaroni,female,31,15,88,75,5,26,69,23,41,60,60,67,85,21,77,97,54,58,87,66,24,19,96,26,27,97,0,36,32,75,55,7,76,38,52
Rater099,24,female,Deutsch,w100_beaubassinrosehill_stimulus.wav,100,beaubassinrosehill,female,29,25,74,74,33,36,68,27,33,61,67,64,79,34,77,73,68,44,81,60,34,68,62,33,26,79,0,66,63,69,28,15,48,75,37
Rater099,24,female,Deutsch,w111_we_stimulus.wav,111,we,female,22,75,73,34,80,25,31,69,36,37,31,71,32,67,26,40,26,77,26,37,63,27,32,27,63,41,0,28,26,35,61,61,69,16,39
Rater099,24,female,Deutsch,w140_telaviv_stimulus.wav,140,telaviv,female,24,18,76,74,12,40,67,28,26,60,23,72,78,34,80,96,71,66,92,67,74,81,82,15,37,84,0,31,37,59,69,17,79,37,31
Rater099,24,female,Deutsch,w145_portlouis_stimulus.wav,145,portlouis,female,30,25,80,28,30,29,35,19,29,79,74,73,71,27,90,71,66,58,90,78,25,93,78,74,37,84,0,23,26,80,73,13,43,61,40
Rater099,24,female,Deutsch,w151_allsaints_stimulus.wav,151,allsaints,female,26,85,75,19,80,19,27,75,58,30,17,73,23,60,12,38,19,81,56,24,76,26,64,25,78,29,0,27,29,30,71,67,67,17,35
Rater099,24,female,Deutsch,w160_riga_stimulus.wav,160,riga,female,25,18,64,73,10,29,71,14,48,72,81,29,85,20,80,92,74,42,94,70,35,27,93,30,25,86,0,40,70,78,33,10,63,59,73
Rater099,24,female,Deutsch,w167_rundu_stimulus.wav,167,rundu,female,25,80,15,38,38,79,85,82,73,15,91,16,60,87,26,76,16,22,81,52,30,22,95,79,37,77,0,72,85,19,29,16,40,26,77
Rater099,24,female,Deutsch,w172_nuuk_stimulus.wav,172,nuuk,female,32,79,70,21,65,69,81,83,87,8,19,26,38,84,21,74,10,27,30,19,73,71,74,67,72,71,0,67,83,10,31,29,23,14,56
Rater099,24,female,Deutsch,w180_kinshasa_stimulus.wav,180,kinshasa,female,25,66,9,28,40,66,76,74,56,33,67,23,28,75,33,19,28,23,76,45,19,69,69,75,63,68,0,81,70,28,16,28,39,77,70
Rater099,24,female,Deutsch,w191_panamacity_stimulus.wav,191,panamacity,female,31,92,84,43,76,19,23,85,36,32,17,80,27,40,28,49,18,86,70,21,63,17,84,18,49,23,0,23,63,44,83,69,75,22,37
Rater099,24,female,Deutsch,w195_aljahra_stimulus.wav,195,aljahra,female,26,57,46,51,41,26,67,62,69,24,62,23,51,58,33,34,31,38,29,40,38,30,41,25,44,71,0,61,34,38,17,73,73,33,59
Rater099,24,female,Deutsch,w201_niamey_stimulus.wav,201,niamey,female,26,87,70,38,76,27,32,83,42,26,28,77,36,56,16,65,13,81,32,33,76,8,60,19,69,76,0,23,59,30,65,76,75,3,28
Rater099,24,female,Deutsch,w208_thevalley_stimulus.wav,208,thevalley,female,27,20,40,35,26,62,87,21,37,18,70,32,33,21,32,29,80,36,81,73,9,69,86,77,31,81,0,67,66,28,31,10,33,80,61
Rater099,24,female,Deutsch,w220_washingtondc_stimulus.wav,220,washingtondc,female,21,71,77,64,86,18,23,74,26,70,17,83,39,30,74,31,34,82,40,40,39,20,31,25,35,67,0,27,14,75,77,69,71,32,25
Rater099,24,female,Deutsch,w262_huambo_stimulus.wav,262,huambo,female,23,84,91,21,84,18,31,83,27,26,8,84,27,76,16,47,11,87,41,15,80,18,70,33,70,18,0,21,35,32,74,23,70,12,30
Rater099,24,female,Deutsch,w286_maseru_stimulus.wav,286,maseru,female,22,39,25,41,35,70,78,28,66,23,29,22,51,35,34,55,56,27,79,61,24,67,69,81,41,79,0,65,65,33,40,31,36,56,59
Rater100,34,male,Franzoesisch,m022_marseille_stimulus.wav,022,marseille,male,24,80,84,77,20,26,28,73,26,21,22,100,89,23,87,82,28,100,24,21,98,22,88,98,78,93,98,75,29,85,15,23,78,18,22
Rater100,34,male,Franzoesisch,m033_tighina_stimulus.wav,033,tighina,male,19,86,88,82,20,16,77,20,26,80,12,28,78,85,20,88,82,17,12,36,33,73,83,28,18,78,100,82,82,95,18,80,85,18,81
Rater100,34,male,Franzoesisch,m058_alisabieh_stimulus.wav,058,alisabieh,male,30,14,78,81,10,72,84,12,23,84,100,22,79,89,17,84,85,19,90,91,75,79,91,18,21,85,94,80,83,84,29,22,87,79,74
Rater100,34,male,Franzoesisch,m097_basseterre_stimulus.wav,097,basseterre,male,26,4,80,79,13,75,77,14,73,71,100,70,73,92,76,75,87,12,8,90,71,5,93,18,14,80,82,70,78,85,3,75,80,22,79
Rater100,34,male,Franzoesisch,m098_marigot_stimulus.wav,098,marigot,male,31,27,85,84,17,20,29,8,79,26,100,78,79,100,82,86,91,99,78,85,14,14,87,10,14,79,98,82,81,89,1,81,89,6,74
Rater100,34,male,Franzoesisch,m106_zurich_stimulus.wav,106,zurich,male,29,20,83,75,26,24,91,18,78,80,20,84,86,28,81,87,85,20,6,92,79,92,94,17,30,89,76,76,85,83,24,21,79,26,80
Rater100,34,male,Franzoesisch,m136_saintpetersburg_stimulus.wav,136,saintpetersburg,male,34,2,82,80,15,78,28,11,82,91,90,88,84,87,82,87,74,21,92,76,82,89,85,27,23,86,86,80,86,80,86,20,77,13,79
Rater100,34,male,Franzoesisch,m139_paramaribo_stimulus.wav,139,paramaribo,male,27,23,77,71,18,17,73,16,24,79,87,86,84,100,15,77,82,82,80,87,8,16,87,16,15,79,96,83,75,22,9,72,79,74,22
Rater100,34,male,Franzoesisch,m158_monrovia_stimulus.wav,158,monrovia,male,27,16,78,81,7,85,89,10,87,26,85,83,17,90,90,92,80,80,94,85,78,16,83,74,15,81,84,12,81,85,82,26,87,6,83
Rater100,34,male,Franzoesisch,m173_ulaanbaatar_stimulus.wav,173,ulaanbaatar,male,22,16,96,81,11,5,86,10,17,92,98,92,85,92,22,84,23,100,22,21,100,89,92,13,4,89,100,88,89,99,91,79,88,0,83
Rater100,34,male,Franzoesisch,m176_nouadhibou_stimulus.wav,176,nouadhibou,male,25,4,88,82,11,17,85,11,17,83,11,14,13,85,13,84,14,20,1,80,20,8,74,22,6,84,87,93,84,73,10,18,81,81,77
Rater100,34,male,Franzoesisch,m190_chisinau_stimulus.wav,190,chisinau,male,24,11,83,76,16,84,73,19,77,83,93,82,82,82,87,85,88,89,85,85,72,83,87,81,21,83,81,23,85,75,90,85,72,12,84
Rater100,34,male,Franzoesisch,m193_nouakchott_stimulus.wav,193,nouakchott,male,33,0,84,97,0,80,90,13,19,81,100,17,93,100,25,98,100,79,82,89,5,19,94,80,20,82,86,92,83,84,25,96,81,16,80
Rater100,34,male,Franzoesisch,m219_khartoum_stimulus.wav,219,khartoum,male,34,16,73,76,15,13,78,12,80,80,81,78,75,29,78,77,81,71,16,84,28,8,89,10,83,85,100,23,93,82,23,78,96,77,78
Rater100,34,male,Franzoesisch,m227_muscat_stimulus.wav,227,muscat,male,26,14,74,84,14,19,75,19,88,89,84,76,78,83,88,81,26,90,16,83,80,20,24,18,19,87,82,88,23,83,75,21,95,27,67
Rater100,34,male,Franzoesisch,m234_oranjestad_stimulus.wav,234,oranjestad,male,21,82,75,72,21,74,90,15,78,82,78,82,87,77,77,87,84,73,24,78,11,84,86,73,28,90,82,79,89,79,21,78,80,28,82
Rater100,34,male,Franzoesisch,m285_limassol_stimulus.wav,285,limassol,male,29,25,86,84,22,80,83,16,26,89,83,78,90,82,83,87,82,23,7,79,23,78,77,18,88,78,94,78,64,89,16,70,86,73,75
Rater100,34,male,Franzoesisch,w013_freetown_stimulus.wav,013,freetown,female,34,17,82,100,7,86,86,16,76,93,9,12,94,88,93,94,75,11,15,72,0,3,75,7,6,80,8,93,83,83,13,11,87,12,18
Rater100,34,male,Franzoesisch,w014_lilongwe_stimulus.wav,014,lilongwe,female,34,94,80,29,0,81,29,88,23,29,21,88,30,93,7,30,7,94,86,6,28,16,7,13,68,79,10,18,87,84,12,76,83,11,76
Rater100,34,male,Franzoesisch,w027_riffa_stimulus.wav,027,riffa,female,29,0,97,100,0,98,100,0,0,100,100,100,100,0,100,100,100,0,17,100,22,89,96,16,5,93,0,100,100,100,13,97,100,1,0
Rater100,34,male,Franzoesisch,w050_libreville_stimulus.wav,050,libreville,female,25,93,99,15,65,11,16,15,18,9,73,87,84,79,15,85,87,10,19,23,10,20,90,11,18,77,0,12,83,90,12,68,86,82,87
Rater100,34,male,Franzoesisch,w055_grozny_stimulus.wav,055,grozny,female,30,16,91,91,20,0,89,19,14,88,19,13,96,17,97,93,93,24,4,80,0,6,85,2,0,85,0,98,88,86,1,23,87,11,10
Rater100,34,male,Franzoesisch,w075_portofspain_stimulus.wav,075,portofspain,female,20,9,80,100,9,83,95,8,87,95,94,22,96,100,92,95,87,10,3,95,1,10,95,12,10,93,24,84,88,93,6,9,93,14,0
Rater100,34,male,Franzoesisch,w094_hakupu_stimulus.wav,094,hakupu,female,27,10,80,75,0,75,85,9,79,83,83,77,82,92,26,80,12,80,2,81,27,83,81,80,14,81,5,85,17,24,84,14,100,83,72
Rater100,34,male,Franzoesisch,w125_hamhung_stimulus.wav,125,hamhung,female,29,12,87,98,18,2,97,9,4,95,88,3,94,10,98,92,83,2,93,97,8,95,93,8,2,93,11,89,85,100,6,5,100,0,90
Rater100,34,male,Franzoesisch,w127_lusaka_stimulus.wav,127,lusaka,female,33,11,100,97,16,7,70,19,11,76,93,14,82,14,23,87,21,72,86,100,81,86,92,25,8,95,0,75,87,25,22,81,65,33,81
Rater100,34,male,Franzoesisch,w134_bulawayo_stimulus.wav,134,bulawayo,female,22,12,69,86,14,78,82,6,17,94,17,5,93,24,20,100,22,83,3,91,11,10,89,24,14,84,22,85,84,82,17,9,89,100,87
Rater100,34,male,Franzoesisch,w149_portgentil_stimulus.wav,149,portgentil,female,21,52,62,61,68,41,40,42,55,56,28,63,40,53,38,68,44,51,43,53,24,68,58,38,73,38,0,37,61,53,61,33,53,44,58
Rater100,34,male,Franzoesisch,w174_reykjavik_stimulus.wav,174,reykjavik,female,25,21,62,62,5,62,53,72,21,45,9,21,53,71,72,59,7,77,37,80,86,60,88,74,62,64,0,39,81,80,61,13,28,100,72
Rater100,34,male,Franzoesisch,w188_quito_stimulus.wav,188,quito,female,20,2,80,89,11,18,77,2,20,83,97,96,81,85,99,82,95,0,90,98,0,85,100,1,4,100,0,95,86,100,20,85,100,15,81
Rater100,34,male,Franzoesisch,w200_graz_stimulus.wav,200,graz,female,27,72,98,86,8,100,91,13,0,96,80,7,98,86,100,84,10,7,87,87,0,90,94,15,0,90,6,87,0,15,14,19,13,22,22
Rater100,34,male,Franzoesisch,w208_thevalley_stimulus.wav,208,thevalley,female,27,86,85,96,86,73,77,87,85,84,20,82,81,85,82,82,83,68,20,89,13,15,85,20,4,79,13,85,76,26,9,18,16,90,49
Rater100,34,male,Franzoesisch,w240_casablanca_stimulus.wav,240,casablanca,female,23,2,94,84,14,0,25,11,0,17,100,100,92,0,100,95,94,4,91,1,0,84,95,10,6,100,7,100,91,1,8,3,3,6,94
Rater100,34,male,Franzoesisch,w252_thessaloniki_stimulus.wav,252,thessaloniki,female,21,0,95,91,3,84,86,1,84,92,100,81,89,2,85,91,97,13,89,97,11,94,90,13,0,83,9,82,88,85,2,8,96,0,99
Rater100,34,male,Franzoesisch,w262_huambo_stimulus.wav,262,huambo,female,23,6,82,100,17,79,14,72,76,78,13,77,78,13,86,9,74,6,11,74,72,16,71,69,13,70,0,89,73,21,21,73,9,19,74
Rater100,34,male,Franzoesisch,w268_aarhus_stimulus.wav,268,aarhus,female,21,3,89,81,10,86,93,6,18,88,93,14,90,90,97,91,91,12,0,92,20,15,88,15,4,93,11,87,92,88,4,5,88,86,99
Rater100,34,male,Franzoesisch,w282_gizo_stimulus.wav,282,gizo,female,27,0,100,100,7,8,89,8,2,91,10,91,91,100,91,84,96,0,21,86,0,77,89,0,15,86,85,83,93,84,0,89,85,75,80
Rater100,34,male,Franzoesisch,w286_maseru_stimulus.wav,286,maseru,female,22,91,87,13,17,86,20,87,91,16,22,85,14,78,21,5,76,98,93,77,14,8,25,17,84,76,0,0,80,10,11,80,8,71,77
Rater100,34,male,Franzoesisch,w288_luganville_stimulus.wav,288,luganville,female,23,11,91,88,12,13,88,5,15,89,11,89,94,96,88,92,91,17,19,81,9,6,84,13,9,90,7,94,79,92,13,85,83,13,95
Rater100,34,male,Franzoesisch,w293_capetown_stimulus.wav,293,capetown,female,26,11,83,86,8,90,92,7,0,88,97,88,90,94,93,88,97,0,93,91,0,0,87,0,96,99,4,90,86,20,9,6,83,11,11
Rater101,21,male,Russisch,m025_westbay_stimulus.wav,025,westbay,male,25,6,99,93,5,6,69,6,3,3,29,90,95,35,91,89,5,78,37,5,35,4,96,10,5,100,91,18,33,70,87,64,76,6,100
Rater101,21,male,Russisch,m052_poonsaan_stimulus.wav,052,poonsaan,male,25,22,15,83,78,89,80,54,31,27,39,44,85,73,65,61,78,26,29,63,53,47,85,28,42,52,83,88,63,22,6,56,39,37,80
Rater101,21,male,Russisch,m067_kampala_stimulus.wav,067,kampala,male,22,11,95,88,22,3,39,10,81,40,91,32,100,30,96,90,84,26,99,93,76,34,98,16,21,96,86,67,90,61,64,0,83,6,99
Rater101,21,male,Russisch,m076_prague_stimulus.wav,076,prague,male,23,17,8,27,87,37,88,97,80,15,38,34,24,66,0,21,20,22,58,32,6,9,16,40,67,35,61,21,41,7,44,5,64,73,2
Rater101,21,male,Russisch,m108_bern_stimulus.wav,108,bern,male,23,78,7,84,21,75,62,89,2,73,92,96,56,45,29,7,69,64,100,43,27,4,77,35,60,67,72,22,61,73,74,2,73,16,67
Rater101,21,male,Russisch,m122_koror_stimulus.wav,122,koror,male,27,10,86,76,88,7,30,32,87,37,33,78,82,77,74,19,35,21,76,88,20,13,88,20,25,85,76,31,69,73,64,39,55,26,87
Rater101,21,male,Russisch,m124_havana_stimulus.wav,124,havana,male,27,21,22,45,71,71,96,64,74,30,100,14,90,93,88,90,29,10,95,65,40,93,97,17,30,97,80,96,91,15,8,0,44,56,99
Rater101,21,male,Russisch,m150_zinder_stimulus.wav,150,zinder,male,25,26,82,64,46,9,19,61,39,35,87,30,82,87,75,89,29,79,92,92,68,22,94,27,12,84,79,65,64,70,78,7,68,6,91
Rater101,21,male,Russisch,m171_barentsburg_stimulus.wav,171,barentsburg,male,34,61,0,78,74,65,97,76,100,3,100,3,60,78,9,91,35,19,98,43,88,98,94,100,29,82,93,59,100,19,19,0,39,6,93
Rater101,21,male,Russisch,m203_grytviken_stimulus.wav,203,grytviken,male,25,11,34,89,25,95,67,1,23,70,96,77,96,22,95,100,95,63,59,92,21,9,92,25,2,98,91,40,23,93,76,35,73,8,98
Rater101,21,male,Russisch,m229_puentealto_stimulus.wav,229,puentealto,male,31,92,68,31,30,34,11,70,99,92,87,72,59,5,10,16,94,68,80,93,77,1,1,10,56,7,98,3,6,82,98,24,70,4,65
Rater101,21,male,Russisch,m236_santaana_stimulus.wav,236,santaana,male,20,93,0,32,91,79,90,93,95,12,40,5,93,93,16,97,66,35,100,80,22,99,84,89,32,81,66,98,99,9,39,1,35,59,42
Rater101,21,male,Russisch,m242_ecatepec_stimulus.wav,242,ecatepec,male,20,71,100,31,1,0,28,95,6,10,97,96,22,13,12,99,9,12,45,43,10,3,7,3,66,39,70,6,26,22,96,47,81,68,34
Rater101,21,male,Russisch,m243_saotome_stimulus.wav,243,saotome,male,29,77,97,5,43,3,39,7,90,89,94,13,9,61,96,77,93,9,7,98,15,96,97,24,59,98,13,25,92,12,83,100,34,17,99
Rater101,21,male,Russisch,m245_palikir_stimulus.wav,245,palikir,male,21,18,80,82,10,26,70,12,7,27,94,45,86,12,80,89,86,43,39,90,40,42,86,23,21,95,91,84,36,39,57,67,76,12,86
Rater101,21,male,Russisch,m254_karachi_stimulus.wav,254,karachi,male,34,12,98,89,6,1,63,15,5,76,94,84,100,14,91,100,95,95,75,84,70,18,99,7,3,100,99,54,12,96,46,13,83,0,96
Rater101,21,male,Russisch,m294_portauprince_stimulus.wav,294,portauprince,male,22,75,71,58,68,1,8,95,16,80,24,92,33,12,96,15,27,97,41,57,57,6,90,12,30,76,85,19,34,77,97,42,77,6,36
Rater101,21,male,Russisch,w003_hangaroa_stimulus.wav,003,hangaroa,female,33,74,93,81,13,5,30,87,7,66,95,91,91,12,88,95,35,90,83,25,60,16,89,10,19,84,61,30,39,90,72,7,76,5,76
Rater101,21,male,Russisch,w012_ngerulmud_stimulus.wav,012,ngerulmud,female,27,71,30,85,27,3,22,86,1,68,88,97,65,26,75,94,78,83,61,86,13,3,81,6,31,89,10,92,17,73,89,21,59,6,33
Rater101,21,male,Russisch,w031_tartu_stimulus.wav,031,tartu,female,26,88,62,35,28,34,30,68,41,63,32,45,72,22,66,82,21,68,17,25,15,19,26,28,20,42,19,38,69,40,93,69,54,5,71
Rater101,21,male,Russisch,w046_gitarama_stimulus.wav,046,gitarama,female,26,58,84,64,62,4,26,12,6,21,95,95,86,12,85,85,71,69,14,83,21,66,89,26,11,89,3,38,28,23,57,74,39,53,73
Rater101,21,male,Russisch,w062_monaco_stimulus.wav,062,monaco,female,31,33,89,84,16,10,35,66,16,64,87,82,82,23,86,92,84,78,25,93,27,18,85,28,23,93,15,25,20,83,63,68,61,16,88
Rater101,21,male,Russisch,w084_papeete_stimulus.wav,084,papeete,female,23,35,76,66,29,17,33,60,23,70,65,95,17,23,95,76,26,62,22,21,20,13,86,9,6,92,12,27,14,66,61,89,53,35,73
Rater101,21,male,Russisch,w095_luanda_stimulus.wav,095,luanda,female,27,81,29,26,68,32,25,83,40,21,23,28,22,66,28,37,14,20,60,19,32,34,79,54,23,19,19,16,82,22,32,12,24,28,42
Rater101,21,male,Russisch,w117_hamilton_stimulus.wav,117,hamilton,female,26,19,92,76,70,1,12,21,11,76,84,100,54,68,10,89,81,59,20,87,20,70,78,55,6,79,3,13,61,65,35,22,53,29,83
Rater101,21,male,Russisch,w127_lusaka_stimulus.wav,127,lusaka,female,33,60,5,17,59,97,87,58,80,9,74,24,53,76,17,2,25,6,87,23,36,69,12,70,30,64,31,95,70,14,8,41,17,41,74
Rater101,21,male,Russisch,w128_hargeisa_stimulus.wav,128,hargeisa,female,26,39,87,60,2,9,21,82,36,82,98,81,70,28,22,77,34,76,65,38,34,7,83,28,61,73,38,58,43,36,73,25,66,12,38
Rater101,21,male,Russisch,w148_phuntsholing_stimulus.wav,148,phuntsholing,female,21,85,41,20,28,9,69,89,78,21,69,31,32,91,23,27,20,33,65,26,64,73,65,79,55,19,23,25,18,14,24,23,28,34,79
Rater101,21,male,Russisch,w212_shanghai_stimulus.wav,212,shanghai,female,32,83,21,30,62,81,79,64,68,42,85,31,46,78,65,83,31,18,84,73,68,60,93,73,61,88,34,70,71,11,30,31,38,26,86
Rater101,21,male,Russisch,w213_taichung_stimulus.wav,213,taichung,female,19,63,68,75,31,7,57,68,32,35,75,61,73,64,61,39,27,34,45,67,11,17,85,21,22,90,23,30,33,58,67,57,57,21,91
Rater101,21,male,Russisch,w224_pristina_stimulus.wav,224,pristina,female,24,91,21,3,34,2,89,96,11,1,1,84,2,69,17,31,12,67,78,31,32,1,28,19,93,30,53,64,59,5,30,20,60,24,41
Rater101,21,male,Russisch,w239_limon_stimulus.wav,239,limon,female,28,69,77,71,30,8,37,79,18,12,87,70,70,24,64,12,82,66,24,67,52,13,92,13,68,92,32,64,9,44,42,73,46,41,66
Rater101,21,male,Russisch,w240_casablanca_stimulus.wav,240,casablanca,female,23,12,93,92,24,6,80,23,8,80,94,79,84,17,99,83,74,42,18,72,13,21,77,37,13,98,15,59,8,97,59,16,51,5,76
Rater101,21,male,Russisch,w251_mutsamudu_stimulus.wav,251,mutsamudu,female,35,21,26,83,17,5,95,9,62,32,97,17,93,65,89,95,15,38,96,85,99,40,93,65,19,93,18,68,73,62,63,4,51,16,95
Rater101,21,male,Russisch,w268_aarhus_stimulus.wav,268,aarhus,female,21,66,35,56,33,26,72,38,34,70,24,40,71,68,42,31,55,24,87,64,26,22,28,30,24,72,26,74,61,33,24,37,62,25,77
Rater101,21,male,Russisch,w275_wellington_stimulus.wav,275,wellington,female,28,88,97,67,5,2,35,88,9,73,99,80,68,18,72,96,60,68,80,76,63,11,99,9,38,93,38,12,25,57,71,40,68,8,88
Rater101,21,male,Russisch,w279_diredawa_stimulus.wav,279,diredawa,female,23,78,76,39,83,55,69,73,78,23,92,24,65,86,22,79,17,49,84,18,46,38,89,32,43,94,26,70,92,10,67,15,55,20,88
Rater101,21,male,Russisch,w287_dzaoudzi_stimulus.wav,287,dzaoudzi,female,22,83,28,35,25,33,32,70,26,21,22,61,11,56,24,84,21,65,37,9,66,44,55,31,71,41,60,36,59,8,29,52,44,66,33
Rater101,21,male,Russisch,w292_douala_stimulus.wav,292,douala,female,19,26,76,65,20,0,30,64,24,9,81,60,83,84,28,93,39,72,77,63,40,79,93,28,15,97,12,75,32,43,39,31,55,7,89
Rater101,21,male,Russisch,w296_avarua_d5.wav,296,avarua,female,21,71,78,62,61,41,42,69,39,41,87,68,80,64,64,41,58,63,74,72,43,43,77,28,45,95,25,40,33,42,25,15,53,25,99
Rater102,21,female,Deutsch,m004_linden_stimulus.wav,004,linden,male,29,36,61,37,60,39,43,57,65,38,38,42,46,66,64,61,31,55,56,32,61,40,63,57,74,43,35,75,71,36,26,42,54,63,43
Rater102,21,female,Deutsch,m022_marseille_stimulus.wav,022,marseille,male,24,78,78,32,67,22,30,82,62,26,37,73,30,87,30,40,14,76,38,27,75,35,89,28,54,22,65,34,77,32,38,74,73,29,31
Rater102,21,female,Deutsch,m024_kigali_stimulus.wav,024,kigali,male,21,31,30,73,63,65,35,61,60,37,38,61,42,62,84,45,32,82,33,40,38,63,58,59,36,35,92,36,66,32,56,77,24,62,41
Rater102,21,female,Deutsch,m043_colon_stimulus.wav,043,colon,male,34,41,62,61,42,35,67,63,59,27,37,70,56,60,26,64,26,70,68,39,64,43,67,30,39,59,64,41,64,40,76,31,63,33,60
Rater102,21,female,Deutsch,m061_alrayyan_stimulus.wav,061,alrayyan,male,30,29,70,65,43,40,58,31,32,59,72,64,79,33,78,58,77,60,63,70,64,53,69,40,34,76,76,63,27,59,36,29,61,33,71
Rater102,21,female,Deutsch,m079_ebeye_stimulus.wav,079,ebeye,male,32,75,43,35,44,64,39,77,69,32,26,37,45,60,33,59,36,67,32,26,59,43,69,58,63,42,66,33,78,41,60,67,38,75,38
Rater102,21,female,Deutsch,m088_cayenne_stimulus.wav,088,cayenne,male,28,65,10,41,55,79,76,89,85,25,89,31,42,92,21,75,6,18,74,7,38,39,90,71,55,37,57,93,90,30,5,22,47,45,86
Rater102,21,female,Deutsch,m093_ganja_stimulus.wav,093,ganja,male,26,28,44,38,40,37,63,60,32,57,72,63,68,31,67,63,61,34,77,60,57,42,78,34,54,68,42,68,63,42,35,33,62,30,69
Rater102,21,female,Deutsch,m106_zurich_stimulus.wav,106,zurich,male,29,27,28,68,57,58,39,62,64,36,38,36,34,57,14,39,32,59,37,36,65,27,77,37,36,45,66,68,65,35,33,56,79,37,59
Rater102,21,female,Deutsch,m108_bern_stimulus.wav,108,bern,male,23,64,21,35,60,83,66,71,43,60,15,28,33,35,38,27,16,32,69,38,32,65,28,66,69,27,85,33,78,42,57,34,36,60,60
Rater102,21,female,Deutsch,m135_ciudaddeleste_stimulus.wav,135,ciudaddeleste,male,28,58,68,41,62,38,28,45,64,40,40,66,43,45,65,26,33,74,32,42,36,33,80,31,61,36,42,28,26,32,85,65,68,63,43
Rater102,21,female,Deutsch,m154_london_stimulus.wav,154,london,male,25,69,38,31,58,40,45,57,39,41,62,70,40,56,74,75,35,42,41,40,45,43,69,42,67,43,73,43,56,61,47,67,42,62,66
Rater102,21,female,Deutsch,m237_gagra_stimulus.wav,237,gagra,male,20,39,73,44,43,35,60,31,61,40,38,62,56,27,64,46,40,68,41,28,65,41,78,34,55,41,60,36,66,43,61,56,59,36,41
