listener_pseudonym,listener_age,listener_gender,listener_language,sample_heard,speaker_ID,speaker_pseudonym,speaker_gender,speaker_age,unsympathisch,sicher,attraktiv,verstaendnislos,unentschieden,unaufdringlich,distanziert,gelangweilt,emotional,nicht_genervt,aktiv,angenehm,charakterlos,gesellig,entspannt,mitfuehlend,dominant,unaffektiert,herzlich,alt,unsachlich,ruhig,inkompetent,haesslich,freundlich,maennlich,gehorsam,gleichgueltig,interessant,zynisch,aufgesetzt,intelligent,kindlich,bescheiden
Rater033,26,male,Deutsch,w123_dhaka_stimulus.wav,123,dhaka,female,20,34,63,68,47,34,68,45,59,60,57,59,70,18,72,58,39,55,68,45,55,39,61,30,35,45,19,41,61,77,67,25,61,37,42
Rater033,26,male,Deutsch,w161_vaitele_stimulus.wav,161,vaitele,female,29,40,59,43,55,43,46,45,53,35,45,54,47,44,42,48,40,58,53,45,59,41,45,41,55,54,41,47,46,40,53,46,61,42,47
Rater033,26,male,Deutsch,w162_dodoma_stimulus.wav,162,dodoma,female,30,35,45,41,62,55,37,61,60,39,45,43,37,45,45,38,39,42,61,43,69,34,44,58,57,55,30,62,55,36,38,42,41,35,45
Rater033,26,male,Deutsch,w168_philipsburg_stimulus.wav,168,philipsburg,female,33,60,40,36,38,58,61,64,53,35,40,43,40,58,44,42,40,37,62,40,58,40,43,54,58,42,36,62,60,40,39,39,41,12,60
Rater033,26,male,Deutsch,w170_ciudaddelacosta_stimulus.wav,170,ciudaddelacosta,female,22,58,55,40,43,39,41,57,61,37,41,59,42,44,37,38,43,59,58,44,55,43,46,44,58,54,25,44,55,43,61,40,43,31,43
Rater033,26,male,Deutsch,w201_niamey_stimulus.wav,201,niamey,female,26,53,69,39,41,15,60,59,57,37,57,56,62,41,41,61,41,64,42,39,59,6,62,43,53,56,27,44,43,58,45,55,60,12,57
Rater033,26,male,Deutsch,w205_fortdefrance_stimulus.wav,205,fortdefrance,female,35,58,35,42,55,62,60,60,58,41,41,41,46,58,43,44,37,42,47,40,62,39,57,60,60,53,53,65,39,34,33,56,45,33,60
Rater033,26,male,Deutsch,w209_daressalaam_stimulus.wav,209,daressalaam,female,33,65,61,32,31,40,66,29,41,61,43,65,35,36,42,43,43,70,44,39,71,38,43,64,64,39,27,38,42,30,62,58,34,28,39
Rater033,26,male,Deutsch,w215_djibouti_stimulus.wav,215,djibouti,female,29,34,25,42,38,61,64,38,34,35,61,38,59,34,36,25,55,41,40,55,63,37,15,60,58,62,30,59,44,43,42,57,45,19,69
Rater033,26,male,Deutsch,w223_daugavpils_stimulus.wav,223,daugavpils,female,34,34,61,77,31,31,73,36,38,40,66,67,61,35,43,70,57,58,66,61,89,6,60,13,30,61,24,62,31,87,32,39,74,10,76
Rater033,26,male,Deutsch,w239_limon_stimulus.wav,239,limon,female,28,59,70,34,57,25,26,58,64,25,38,62,24,42,35,71,41,65,62,46,64,35,44,42,63,44,11,30,57,27,57,41,38,40,44
Rater033,26,male,Deutsch,w267_apia_stimulus.wav,267,apia,female,25,65,40,26,37,62,32,40,54,41,41,56,31,60,42,36,39,59,21,44,89,35,38,66,66,44,0,25,61,14,62,69,26,0,43
Rater033,26,male,Deutsch,w272_mogadishu_stimulus.wav,272,mogadishu,female,24,45,64,58,43,41,56,40,46,55,59,59,55,56,44,43,59,54,63,54,57,38,58,35,43,60,7,63,42,52,39,42,61,36,60
Rater033,26,male,Deutsch,w274_kaunas_stimulus.wav,274,kaunas,female,28,45,65,65,35,33,57,31,43,57,67,63,58,28,59,60,67,54,65,68,60,41,65,39,43,66,26,61,33,63,40,41,57,26,74
Rater033,26,male,Deutsch,w292_douala_stimulus.wav,292,douala,female,19,65,34,34,42,57,60,65,46,42,45,57,40,62,45,38,40,37,41,39,39,46,57,61,59,47,33,54,43,34,39,67,43,44,45
Rater033,26,male,Deutsch,w295_miquelon_stimulus.wav,295,miquelon,female,26,37,58,60,41,36,60,42,40,56,56,66,62,41,56,62,57,55,58,58,27,39,57,32,45,57,17,62,41,62,38,43,59,43,56
Rater034,26,female,Russisch,m007_klaksvik_stimulus.wav,007,klaksvik,male,24,25,57,75,31,41,65,37,80,32,68,39,59,37,40,65,36,80,65,56,55,42,62,43,28,57,100,40,64,68,31,39,71,14,60
Rater034,26,female,Russisch,m025_westbay_stimulus.wav,025,westbay,male,25,45,16,33,42,66,63,41,28,29,63,56,60,30,57,42,66,31,61,66,42,56,33,55,49,63,100,64,41,10,25,32,46,67,65
Rater034,26,female,Russisch,m037_willemstad_stimulus.wav,037,willemstad,male,23,36,45,37,59,31,56,59,62,36,38,39,62,64,41,56,38,39,56,29,40,43,68,41,35,43,100,60,63,43,38,34,56,33,60
Rater034,26,female,Russisch,m043_colon_stimulus.wav,043,colon,male,34,27,63,56,65,21,32,63,73,36,8,37,43,61,70,60,34,62,37,46,41,60,69,61,41,31,100,63,67,21,37,64,62,41,12
Rater034,26,female,Russisch,m079_ebeye_stimulus.wav,079,ebeye,male,32,65,25,28,84,74,61,78,88,21,32,26,29,75,14,58,12,22,37,33,69,59,64,64,44,39,100,58,66,36,41,64,45,33,64
Rater034,26,female,Russisch,m080_saipan_stimulus.wav,080,saipan,male,22,42,67,40,64,43,62,56,38,28,41,38,57,98,43,56,37,43,61,39,54,49,58,44,46,72,100,64,56,47,0,42,55,41,72
Rater034,26,female,Russisch,m093_ganja_stimulus.wav,093,ganja,male,26,60,20,41,40,61,44,74,72,15,27,44,46,90,45,56,39,34,38,16,46,42,73,58,54,32,100,60,83,43,37,57,55,33,42
Rater034,26,female,Russisch,m129_kuwaitcity_stimulus.wav,129,kuwaitcity,male,30,71,60,56,66,38,28,86,58,41,42,58,51,34,58,49,41,58,40,36,58,41,70,44,52,58,100,37,58,56,37,78,72,25,44
Rater034,26,female,Russisch,m154_london_stimulus.wav,154,london,male,25,53,46,17,80,59,57,27,60,19,44,39,41,65,43,36,39,0,62,42,46,57,60,78,51,57,100,66,72,0,27,41,31,61,59
Rater034,26,female,Russisch,m173_ulaanbaatar_stimulus.wav,173,ulaanbaatar,male,22,40,61,60,39,38,63,31,61,37,62,58,55,74,45,57,33,67,59,56,79,42,57,41,36,58,96,41,67,45,40,39,66,0,59
Rater034,26,female,Russisch,m184_gustavia_stimulus.wav,184,gustavia,male,25,29,66,69,30,29,74,29,28,87,64,57,85,30,84,65,71,56,77,62,37,33,31,29,0,70,100,72,34,74,35,24,72,55,45
Rater034,26,female,Russisch,m193_nouakchott_stimulus.wav,193,nouakchott,male,33,96,69,0,65,31,31,86,72,38,3,55,23,99,59,43,0,30,34,2,61,54,85,57,81,29,100,65,61,24,44,88,48,33,31
Rater034,26,female,Russisch,m199_eschsuralzette_stimulus.wav,199,eschsuralzette,male,24,59,57,29,32,35,68,59,71,19,62,32,29,82,33,25,39,22,69,15,53,59,75,64,54,41,100,62,78,35,30,27,44,57,71
Rater034,26,female,Russisch,m206_yerevan_stimulus.wav,206,yerevan,male,27,56,63,37,40,37,62,67,78,33,64,38,46,99,20,54,36,32,58,59,41,57,58,61,47,57,100,60,92,44,44,82,51,54,40
